ID   Visits   Income   Sex   Age   Size
2523   0   11.19   1   3.61   5
2524   0   11.19   1   2.30   5
2525   0   11.38   1   3.53   3
2526   0   10.53   1   3.43   3
2527   0   10.92   1   3.76   5
2528   0   10.92   1   2.71   5
2529   0    9.53   1   3.18   1
2530   0   10.92   1   3.81   1
2531   0   10.92   1   3.37   1
2532   0   10.92   0   2.83   4
2533   1   10.92   1   3.50   4
2534   2   11.74   1   3.81   1
2535   7   10.92   1   4.08   2
2536   0   11.19   1   4.06   2
2537   0   11.38   1   2.94   3
2538   0   10.92   1   3.61   4
2539   1   10.92   1   3.91   3
2540   0   10.92   1   2.56   3
2541   0   11.38   1   2.77   3
2542   1   11.38   1   4.06   2
2543   0    9.53   1   3.00   2
2544   0   10.92   1   3.47   2
2545   0   11.38   1   3.50   3
2546   0   12.21   1   3.56   6
2547   3   12.21   1   3.64   3
2548   1   11.74   1   3.85   3
2549   12  10.92   1   4.06   3
2550   2   10.53   1   3.87   1
2551   0    9.53   1   3.14   1
2552   0   11.74   1   3.37   2
2553   0   10.53   1   3.43   2
2554   0   10.02   0   3.14   2
2555   1   10.92   1   3.71   3
2556   1   10.92   0   4.14   2
2557   0   11.19   1   3.14   6
2558   0   10.92   1   3.74   5
2559   0   11.38   0   3.87   2
2560   0   10.92   1   3.40   4
2561   0   11.38   1   3.71   3
2562   0   11.38   0   3.83   3
2563   0   11.38   1   3.40   2
2564   0   10.53   1   3.85   4
2565   0   11.19   1   3.87   2
2566   3   11.74   1   3.97   2
2567   0   10.92   1   3.30   2
2568   0   10.92   1   3.81   1
2569   0   11.19   1   3.74   3
2570   0   11.19   1   3.04   3
2571   1   10.92   0   4.22   2
2572   3   11.38   1   4.08   3
2573   0   11.19   0   3.40   2
2574   0   10.92   1   3.74   2
2575   0   11.19   1   3.83   4
2576   0   11.19   0   2.83   4
2577   1   11.19   1   3.37   4
2578   0   10.92   1   3.53   6
2579   0   10.02   1   2.56   4
2580   0   10.53   1   3.33   3
2581   0   11.74   1   3.66   4
2582   0   10.92   0   3.71   2
2583   4   11.19   1   3.50   4
2584   0   11.19   1   4.04   5
2585   0   11.19   1   3.30   5
2586   0   10.02   1   3.66   4
2587   0   12.21   0   3.09   4
2588   1   11.19   0   2.71   3
2589   0   10.53   0   3.93   5
2590   0   11.38   1   3.74   3
2591   0   11.38   1   2.64   3
2592   0   10.92   1   3.26   4
2593   0   11.38   1   3.81   2
2594   0   10.53   1   3.22   2
2595   0   10.92   1   3.50   4
2596   1   11.38   1   3.71   4
2597   0   11.38   1   2.64   4
2598   0   10.92   0   2.56   6
2599   0   11.38   1   2.83   4
2600   0   10.92   1   3.61   3
2601   0   11.74   1   3.43   4
2602   0   11.19   1   3.69   4
2603   0   11.19   0   3.78   4
2604   1   10.92   0   3.81   4
2605   0   10.53   1   2.56   3
2606   0   11.74   1   2.83   5
2607   0   11.38   1   3.76   2
2608   0   11.74   0   3.83   2
2609   0   11.38   1   3.00   3
2610   0   10.53   1   3.40   4
2611   0   10.53   0   3.40   4
2612   0   11.38   1   3.81   4
2613   0   12.21   1   2.83   3
2614   0   11.38   1   2.89   3
2615   0   11.74   1   2.56   5
2616   1   11.38   1   3.83   3
2617   0   10.92   1   3.87   2
2618   0   10.53   1   3.95   1
2619   0   10.92   1   3.64   3
2620   0   10.92   1   2.71   3
2621   0   10.92   1   2.71   6
2622   0   10.92   0   3.69   6
2623   0   10.92   1   2.64   4
2624   4   10.92   1   3.09   2
2625   0   10.02   1   4.11   2
2626   0   11.74   1   3.18   3
2627   0   11.38   0   3.50   4
2628   0   10.53   1   2.94   4
2629   0   10.92   1   3.33   4
2630   3   11.38   1   3.66   5
2631   0   10.92   1   3.37   3
2632   1    9.53   1   3.09   1
2633   1   10.92   1   3.97   2
2634   0   10.92   1   3.61   2
2635   0   10.92   1   2.56   4
2636   0   11.38   0   2.40   4
2637   0   10.92   1   2.64   2
2638   0   11.19   1   3.89   3
2639   0   11.19   1   3.26   4
2640   0   10.92   1   2.94   3
2641   0   11.74   1   3.47   2
2642   1   10.92   1   2.77   2
2643   0   11.38   1   2.64   6
2644   0   11.74   1   3.69   4
2645   2   11.74   1   3.83   4
2646   0   11.74   0   2.64   4
2647   0   10.92   1   2.71   3
2648   0   11.74   0   3.50   2
2649   0   11.19   1   3.85   4
2650   0   10.53   0   3.95   1
2651   0   12.21   1   4.06   3
2652   4   11.38   1   3.47   4
2653   0   10.53   1   3.04   4
2654   4   10.92   1   3.76   4
2655   0    9.53   1   3.18   1
2656   0   10.53   0   3.97   4
2657   1   10.53   1   4.26   1
2658   10  11.38   1   3.97   3
2659   0   11.19   1   3.14   5
2660   4   11.19   1   3.93   3
2661   1   11.38   1   3.78   2
2662   0   11.19   1   2.89   4
2663   0   10.92   1   3.85   1
2664   0   10.53   1   3.76   3
2665   0   11.74   1   3.33   2
2666   17  10.53   1   3.71   4
2667   1   10.92   1   3.76   2
2668   0   11.38   1   3.53   4
2669   0   11.38   1   3.97   3
2670   0   11.19   1   4.04   2
2671   1   11.19   1   3.71   6
2672   0   10.92   1   3.91   2
2673   0   10.53   1   3.47   1
2674   0   11.38   1   3.04   4
2675   0   11.38   1   3.53   4
2676   0   10.53   1   2.71   2
2677   0   11.19   1   4.11   2
2678   0   10.53   1   3.00   4
2679   0   10.92   0   3.71   4
2680   0   11.19   1   3.97   2
2681   0   11.19   1   3.00   3
2682   0   11.74   1   3.87   2
2683   0   10.53   0   3.26   1
2684   0   10.92   1   3.74   5
2685   0   10.92   1   3.37   2
2686   0   11.38   0   3.43   2
2687   0   11.38   1   2.83   6
2688   0   10.53   1   3.47   4
2689   0   10.92   0   4.08   2
2690   0   10.53   1   3.61   2
2691   0   10.53   0   2.71   2
2692   0   10.92   1   3.61   4
2693   0   11.19   1   3.61   1
2694   0   10.92   1   3.78   1
2695   0   10.02   1   3.97   2
2696   0   10.92   1   3.91   2
2697   49  11.19   1   3.37   4
2698   0   11.19   1   3.22   4
2699   0   10.02   1   2.56   5
2700   0   11.74   1   4.01   2
2701   0   10.53   1   3.83   1
2702   0   12.21   1   3.99   3
2703   0   11.19   0   3.37   3
2704   0   11.74   1   3.99   3
2705   6   11.74   1   3.33   4
2706   0   11.38   1   3.14   3
2707   1   12.21   1   3.58   4
2708   4   11.38   1   3.71   3
2709   0   12.21   1   3.78   4
2710   0   12.21   1   2.77   4
2711   0   12.21   0   2.48   4
2712   0   10.02   1   3.00   2
2713   0   11.38   1   3.93   2
2714   0   11.38   0   3.69   2
2715   2   10.92   1   3.50   2
2716   0   10.53   0   2.64   5
2717   1   10.53   1   3.66   1
2718   0   10.92   0   3.50   2
2719   0   10.92   1   2.77   5
2720   0   10.92   0   3.71   5
2721   0   10.92   1   4.06   3
2722   0   11.74   1   3.83   4
2723   0   11.19   1   3.43   2
2724   0    9.53   1   2.94   2
2725   0   11.38   0   3.97   2
2726   0   11.19   1   3.04   3
2727   0   10.53   1   2.89   4
2728   0   11.74   1   2.83   3
